ID Skill Element,Skill Element,ID Year,Year,LV Value,RCA,CIP,ID CIP,Slug CIP
"2.B.1.b","Coordination",2015,"2015",3.2343611111111104,0.7092478783687924,"Engineering","14","engineering"
"2.B.1.c","Persuasion",2015,"2015",3.197777777777777,0.7752730659676904,"Engineering","14","engineering"
"2.B.1.d","Negotiation",2015,"2015",2.93161111111111,0.7755380557965919,"Engineering","14","engineering"
"2.B.1.e","Instructing",2015,"2015",3.2384999999999993,0.7788078460811573,"Engineering","14","engineering"
"2.B.1.f","Service Orientation",2015,"2015",2.9307222222222213,0.738293865024792,"Engineering","14","engineering"
"2.B.2.i","Complex Problem Solving",2015,"2015",3.924805555555556,0.963785504558942,"Engineering","14","engineering"
"2.B.3.a","Operations Analysis",2015,"2015",3.2440833333333345,1.4077438820346944,"Engineering","14","engineering"
"2.B.3.b","Technology Design",2015,"2015",2.9083055555555566,2.313173591789181,"Engineering","14","engineering"
"2.B.3.c","Equipment Selection",2015,"2015",2.176194444444444,2.4078393301886045,"Engineering","14","engineering"
"2.B.3.d","Installation",2015,"2015",0.27355555555555555,0.48656419222112646,"Engineering","14","engineering"
"2.B.3.e","Programming",2015,"2015",2.3081388888888896,1.970409763507813,"Engineering","14","engineering"
"2.B.3.g","Operation Monitoring",2015,"2015",2.786694444444444,1.1409176490934714,"Engineering","14","engineering"
"2.B.3.h","Operation and Control",2015,"2015",1.9804166666666674,0.9713094072653651,"Engineering","14","engineering"
"2.B.3.j","Equipment Maintenance",2015,"2015",1.796527777777777,2.2222338530591625,"Engineering","14","engineering"
"2.B.3.k","Troubleshooting",2015,"2015",2.54863888888889,2.0943317817111335,"Engineering","14","engineering"
"2.B.3.l","Repairing",2015,"2015",1.8336111111111104,2.1710628970633308,"Engineering","14","engineering"
"2.B.3.m","Quality Control Analysis",2015,"2015",3.3340277777777785,1.5308021531051836,"Engineering","14","engineering"
"2.B.4.e","Judgment and Decision Making",2015,"2015",3.6488611111111093,0.8728751035725701,"Engineering","14","engineering"
"2.B.4.g","Systems Analysis",2015,"2015",3.4902499999999987,0.9771493015100609,"Engineering","14","engineering"
"2.B.4.h","Systems Evaluation",2015,"2015",3.409555555555557,0.9314051721699375,"Engineering","14","engineering"
"2.B.5.a","Time Management",2015,"2015",3.289805555555557,0.7868269924608596,"Engineering","14","engineering"
"2.B.5.b","Management of Financial Resources",2015,"2015",1.9634444444444437,0.7686264396056551,"Engineering","14","engineering"
"2.B.5.c","Management of Material Resources",2015,"2015",1.8914166666666674,0.7337185461576132,"Engineering","14","engineering"
"2.B.5.d","Management of Personnel Resources",2015,"2015",2.7775555555555558,0.7367378587706243,"Engineering","14","engineering"
"2.A.1.a","Reading Comprehension",2014,"2014",4.318269230769231,0.8617166679383764,"Engineering","14","engineering"
"2.A.1.b","Active Listening",2014,"2014",3.6989423076923105,0.7650299450731767,"Engineering","14","engineering"
"2.A.1.c","Writing",2014,"2014",3.9140384615384587,0.9017612838668424,"Engineering","14","engineering"
"2.A.1.d","Speaking",2014,"2014",3.585576923076923,0.7999342976756888,"Engineering","14","engineering"
"2.A.1.e","Mathematics",2014,"2014",3.3362500000000024,1.0500220262726203,"Engineering","14","engineering"
"2.A.1.f","Science",2014,"2014",3.1597115384615386,0.9706523793051962,"Engineering","14","engineering"
"2.A.2.a","Critical Thinking",2014,"2014",4.156923076923079,0.8951184646604694,"Engineering","14","engineering"
"2.A.2.b","Active Learning",2014,"2014",3.8498076923076923,0.8282771056741536,"Engineering","14","engineering"
"2.A.2.c","Learning Strategies",2014,"2014",3.2880769230769236,0.8410218632950934,"Engineering","14","engineering"
"2.A.2.d","Monitoring",2014,"2014",3.902884615384613,0.8549880780396781,"Engineering","14","engineering"
"2.B.1.a","Social Perceptiveness",2014,"2014",3.1762500000000022,0.6574080731804856,"Engineering","14","engineering"
"2.B.1.b","Coordination",2014,"2014",3.4379807692307667,0.8560717082395116,"Engineering","14","engineering"
"2.B.1.c","Persuasion",2014,"2014",3.3684615384615366,0.9346933102343025,"Engineering","14","engineering"
"2.B.1.d","Negotiation",2014,"2014",3.338269230769228,1.014584331291295,"Engineering","14","engineering"
"2.B.1.e","Instructing",2014,"2014",3.2765384615384616,0.8223125968451974,"Engineering","14","engineering"
"2.B.1.f","Service Orientation",2014,"2014",2.8876923076923053,0.7247111413148858,"Engineering","14","engineering"
"2.B.2.i","Complex Problem Solving",2014,"2014",3.9160576923076897,0.9674727409855358,"Engineering","14","engineering"
"2.B.3.a","Operations Analysis",2014,"2014",2.5549999999999997,0.8826279255939571,"Engineering","14","engineering"
"2.B.3.b","Technology Design",2014,"2014",1.8225000000000007,1.1602988547882265,"Engineering","14","engineering"
"2.B.3.c","Equipment Selection",2014,"2014",1.9825000000000013,3.316588706661114,"Engineering","14","engineering"
"2.B.3.d","Installation",2014,"2014",0.3526923076923079,1.8262668495264438,"Engineering","14","engineering"
"2.B.3.e","Programming",2014,"2014",1.5150000000000001,1.4045471938716918,"Engineering","14","engineering"
"2.B.3.g","Operation Monitoring",2014,"2014",2.926346153846154,1.7136049575297614,"Engineering","14","engineering"
"2.B.3.h","Operation and Control",2014,"2014",1.7167307692307694,1.4554602265586145,"Engineering","14","engineering"
"2.B.3.j","Equipment Maintenance",2014,"2014",1.3779807692307695,3.31923173509555,"Engineering","14","engineering"
"2.B.3.k","Troubleshooting",2014,"2014",1.6096153846153851,1.6858526067693158,"Engineering","14","engineering"
"2.B.3.l","Repairing",2014,"2014",1.3533653846153846,3.211520580484705,"Engineering","14","engineering"
"2.B.3.m","Quality Control Analysis",2014,"2014",2.992692307692308,1.63116381182083,"Engineering","14","engineering"
"2.B.4.e","Judgment and Decision Making",2014,"2014",3.898269230769228,0.9448644328254489,"Engineering","14","engineering"
"2.B.4.g","Systems Analysis",2014,"2014",3.5916346153846153,1.1465146520746137,"Engineering","14","engineering"
"2.B.4.h","Systems Evaluation",2014,"2014",3.583942307692308,1.0972345253726032,"Engineering","14","engineering"
"2.B.5.a","Time Management",2014,"2014",3.5349999999999997,0.9229020570491382,"Engineering","14","engineering"
"2.B.5.b","Management of Financial Resources",2014,"2014",2.0760576923076908,0.9501099628680588,"Engineering","14","engineering"
"2.B.5.c","Management of Material Resources",2014,"2014",2.0302884615384604,1.0143524700129238,"Engineering","14","engineering"
"2.B.5.d","Management of Personnel Resources",2014,"2014",3.4187499999999975,0.9618256962740199,"Engineering","14","engineering"
"2.A.1.a","Reading Comprehension",2013,"2013",4.271666666666667,0.9246170058410362,"Engineering","14","engineering"
"2.A.1.b","Active Listening",2013,"2013",3.83,0.8855686087217174,"Engineering","14","engineering"
