ID Industry Group,Industry Group,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,yocpop RCA,Record Count,Slug Industry Group,CIP2,ID CIP2
"424M","Drugs, sundries, & chemical & allied products merchant  wholesalers ",2015,"2015","true","true",6934,2044.3526357691912,122972.44346697434,29304.474715693515,0.001860141203334841,332,"drugs-sundries-chemical-allied-products-merchant-wholesalers","Engineering","14"
"325M","Industrial & miscellaneous chemicals",2014,"2014","true","true",43100,5096.179371282277,122908.68556844548,9288.718458560552,0.011950757334188093,2143,"industrial-miscellaneous-chemicals","Engineering","14"
"3162","Footwear manufacturing",2018,"2018","true","true",869,723.7412873064638,122717.50172612198,96073.18931198685,0.00020907511089521922,33,"footwear-manufacturing","Engineering","14"
"4239Z","Miscellaneous durable goods merchant wholesalers",2020,"2020","true","true",2071,1117.279355440237,122661.33800096571,72538.97224678869,0.0004641412244363743,119,"miscellaneous-durable-goods-merchant-wholesalers","Engineering","14"
"3221","Pulp, paper, & paperboard mills ",2018,"2018","true","true",10533,2519.620096279576,122586.00265831198,20240.692613015126,0.002534163570839291,548,"pulp-paper-paperboard-mills","Engineering","14"
"33641M2","Aerospace products & parts manufacturing",2017,"2017","true","true",41631,5008.643079710132,122496.29944032092,8531.795005543989,0.010398342099985039,2183,"aerospace-products-parts-manufacturing","Engineering","14"
"3313","Aluminum production & processing",2014,"2014","true","true",3000,1344.7161031023531,122416.33233333334,39162.716435454895,0.0008318392576000994,155,"aluminum-production-processing","Engineering","14"
"33641M1","Aircraft & parts manufacturing",2017,"2017","true","true",100140,7766.525095877962,122392.61100459356,5572.673655044217,0.025012370058189855,5272,"aircraft-parts-manufacturing","Engineering","14"
"221MP","Electric & gas, and other combinations",2016,"2016","true","true",8638,2281.749882580595,122363.3199814772,19596.90537110509,0.002243554779826188,443,"electric-gas-and-other-combinations","Engineering","14"
"3313","Aluminum production & processing",2019,"2019","true","true",3487,1449.758279372713,122359.31058216232,41781.625242628324,0.0008100563136653271,181,"aluminum-production-processing","Engineering","14"
"5416","Management, scientific & technical consulting services",2016,"2016","true","true",108685,8090.807873251852,122357.19198601463,7580.948018792394,0.02822884362646553,5524,"management-scientific-technical-consulting-services","Engineering","14"
"515","Broadcasting (except internet)",2019,"2019","true","true",11089,2585.262347816714,122309.29930561817,24086.99434462101,0.002576058062011704,566,"broadcasting-except-internet","Engineering","14"
"52M1","Banking & related activities",2014,"2014","true","true",39259,4863.868326244712,122167.86859064164,12773.173564815648,0.010885725804707433,1754,"banking-related-activities","Engineering","14"
"4243","Apparel, piece goods, & notions merchant wholesalers",2019,"2019","true","true",2451,1215.465972577055,122138.3986128111,65651.32243975255,0.0005693857254928927,114,"apparel-piece-goods-notions-merchant-wholesalers","Engineering","14"
"5182","Data processing, hosting & related services",2016,"2016","true","true",8278,2233.6992749792967,122117.1706934042,27417.739377078036,0.002150051686432182,413,"data-processing-hosting-related-services","Engineering","14"
"3391","Medical equipment & supplies manufacturing",2018,"2018","true","true",63851,6202.448890840381,122093.13415608213,8702.178255362527,0.015362088499160693,3077,"medical-equipment-supplies-manufacturing","Engineering","14"
"3333","Commercial & service industry machinery manufacturing",2020,"2020","true","true",7767,2163.6650636108952,122032.27616840479,24083.504235300272,0.0017406976775457845,365,"commercial-service-industry-machinery-manufacturing","Engineering","14"
"3221","Pulp, paper, & paperboard mills ",2017,"2017","true","true",10374,2500.5305187775407,121950.20368228263,20745.793525065077,0.002591155651923922,542,"pulp-paper-paperboard-mills","Engineering","14"
"5418","Advertising, public relations & related services",2020,"2020","true","true",11121,2588.9900817313073,121801.9734736085,28557.75452498029,0.0024923778642959534,498,"advertising-public-relations-related-services","Engineering","14"
"33641M2","Aerospace products & parts manufacturing",2020,"2020","true","true",17870,3281.7905085905954,121749.22758813653,12020.652707818765,0.004004926934175765,937,"aerospace-products-parts-manufacturing","Engineering","14"
"622M","General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",2019,"2019","true","true",71375,6557.56634828807,121653.93426269702,11218.103655348552,0.01658094906448601,3505,"general-medical-and-surgical-hospitals-and-specialty-except-psychiatric-and-substance-abuse-hospitals","Engineering","14"
"5417","Scientific research & development services",2020,"2020","true","true",81106,6990.084108547486,121646.26692229921,7180.909499436448,0.01817703435496696,4101,"scientific-research-development-services","Engineering","14"
"517Z","Telecommunications, except wired telecommunications carriers ",2016,"2016","true","true",23755,3783.6907978978193,121622.12801515471,12352.23314567918,0.006169905509929509,1143,"telecommunications-except-wired-telecommunications-carriers","Engineering","14"
"3113","Sugar & confectionery products",2020,"2020","true","true",2749,1287.2357754583904,121560.83375773008,42992.99881564285,0.0006160908865164621,128,"sugar-confectionery-products","Engineering","14"
"327M","Cement, concrete, lime, & gypsum product manufacturing ",2020,"2020","true","true",4718,1686.346498354118,121504.3221704112,34527.69568425075,0.0010573724272770711,227,"cement-concrete-lime-gypsum-product-manufacturing","Engineering","14"
"4234","Professional & commercial equipment & supplies merchant wholesalers",2014,"2014","true","true",14403,2946.308966420241,121334.40088870375,19274.942611985338,0.003993660275738077,706,"professional-commercial-equipment-supplies-merchant-wholesalers","Engineering","14"
"3121","Beverage manufacturing",2020,"2020","true","true",8277,2233.5676481462333,121314.19717288873,34111.18642552421,0.0018549960959246116,392,"beverage-manufacturing","Engineering","14"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2015,"2015","true","true",1358,904.7373414572413,120977.411634757,61255.940429651426,0.0003643022431682599,76,"metals-minerals-except-petroleum-merchant-wholesalers","Engineering","14"
"3253","Agricultural chemical manufacturing",2020,"2020","true","true",1844,1054.2716193588349,120975.98318872017,46203.94071754504,0.00041326722253050426,90,"agricultural-chemical-manufacturing","Engineering","14"
"3256","Soap, cleaning compound, & cosmetics manufacturing ",2018,"2018","true","true",9387,2378.6149419431804,120929.61233620966,20034.729180154915,0.002258444264641453,472,"soap-cleaning-compound-cosmetics-manufacturing","Engineering","14"
"3255","Paint, coating, & adhesive manufacturing ",2020,"2020","true","true",3492,1450.797372891651,120850.91981672394,32774.12755507647,0.0007826079940762043,173,"paint-coating-adhesive-manufacturing","Engineering","14"
"4236","Household appliances & electrical & electronic goods merchant wholesalers",2015,"2015","true","true",14990,3005.744647850215,120782.822748499,17256.272223314198,0.0040212743925568594,733,"household-appliances-electrical-electronic-goods-merchant-wholesalers","Engineering","14"
"424M","Drugs, sundries, & chemical & allied products merchant  wholesalers ",2014,"2014","true","true",6816,2026.8830382523447,120754.21112089203,27897.195317423957,0.0018899387932674258,327,"drugs-sundries-chemical-allied-products-merchant-wholesalers","Engineering","14"
"3345","Navigational, measuring, electromedical, & control instruments manufacturing",2020,"2020","true","true",46066,5268.627754310647,120737.1498502149,8425.898584352806,0.010324060668704019,2324,"navigational-measuring-electromedical-control-instruments-manufacturing","Engineering","14"
"3133","Textile & fabric finishing & coating mills",2018,"2018","true","true",453,522.5443819468707,120631.23178807947,73332.77237770516,0.00010898852155987838,24,"textile-fabric-finishing-coating-mills","Engineering","14"
"53M","Commercial, industrial & other intangible assets rental & leasing",2018,"2018","true","true",7035,2059.189422911885,120537.25529495381,20389.43011543274,0.001692570086476257,387,"commercial-industrial-other-intangible-assets-rental-leasing","Engineering","14"
"454310","Fuel dealers",2017,"2017","true","true",820,703.0406588306051,120419.9280487805,105681.95543015754,0.00020481469390568882,40,"fuel-dealers","Engineering","14"
"5416","Management, scientific & technical consulting services",2015,"2015","true","true",106372,8004.268674570517,120312.61386455082,7468.185230961094,0.028535757150437508,5269,"management-scientific-technical-consulting-services","Engineering","14"
"311M2","Seafood & other miscellaneous foods, n.e.c. ",2019,"2019","true","true",5184,1767.6636101301597,120089.34317129629,39183.711371428355,0.0012042821709323359,256,"seafood-other-miscellaneous-foods-nec","Engineering","14"
"517311","Wired telecommunications carriers",2018,"2018","true","true",31043,4325.240063530973,120074.9731018265,11222.356739479636,0.007468721136386985,1517,"wired-telecommunications-carriers","Engineering","14"
"3345","Navigational, measuring, electromedical, & control instruments manufacturing",2019,"2019","true","true",48706,5417.441856889095,120050.80990021763,8519.702872284692,0.011314769949349992,2523,"navigational-measuring-electromedical-control-instruments-manufacturing","Engineering","14"
"5182","Data processing, hosting & related services",2015,"2015","true","true",6912,2041.1070890481972,120012.48842592593,28888.491045162795,0.0018542393996899944,343,"data-processing-hosting-related-services","Engineering","14"
"4236","Household appliances & electrical & electronic goods merchant wholesalers",2014,"2014","true","true",14335,2939.346357368077,119933.79225671434,16981.456053061214,0.003974805252565808,708,"household-appliances-electrical-electronic-goods-merchant-wholesalers","Engineering","14"
"2211P","Electric power generation, transmission & distribution",2017,"2017","true","true",70473,6515.973650935216,119904.72389425737,6497.449620712383,0.017602324297092208,3587,"electric-power-generation-transmission-distribution","Engineering","14"
"5242","Agencies, brokerages, and other insurance related activities",2020,"2020","true","true",10331,2495.3461831794834,119897.35979092053,26307.772790767118,0.0023153273730816917,521,"agencies-brokerages-and-other-insurance-related-activities","Engineering","14"
"3331M","Construction, & mining & oil & gas field machinery manufacturing ",2018,"2018","true","true",19083,3391.326249520677,119783.89467064927,14735.157698236266,0.004591231692995936,877,"construction-mining-oil-gas-field-machinery-manufacturing","Engineering","14"
"3222M","Miscellaneous paper & pulp products",2017,"2017","true","true",3516,1455.7736818319631,119731.82309442549,33137.76561597553,0.0008782054436248804,166,"miscellaneous-paper-pulp-products","Engineering","14"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2019,"2019","true","true",1527,959.3830221196067,119713.76620825147,61597.9177775698,0.00035473357928504575,81,"metals-minerals-except-petroleum-merchant-wholesalers","Engineering","14"
"443142","Electronics stores",2017,"2017","true","true",18911,3376.0070656620987,119696.727777484,18576.627584019283,0.00472347643469571,902,"electronics-stores","Engineering","14"
"5242","Agencies, brokerages, and other insurance related activities",2019,"2019","true","true",9678,2415.2012017149355,119684.51415581732,27201.09414681098,0.00224827215476141,494,"agencies-brokerages-and-other-insurance-related-activities","Engineering","14"
"2212P","Natural gas distribution",2015,"2015","true","true",5166,1764.5902025913845,119576.41463414633,31357.157690414795,0.0013858508013308032,269,"natural-gas-distribution","Engineering","14"
"5416","Management, scientific & technical consulting services",2014,"2014","true","true",101735,7827.945333275514,119478.00414803166,7473.657522640078,0.028209055623982036,5102,"management-scientific-technical-consulting-services","Engineering","14"
"3391","Medical equipment & supplies manufacturing",2017,"2017","true","true",61366,6080.589067837935,119414.51429130137,8669.493791075118,0.01532763232465427,2940,"medical-equipment-supplies-manufacturing","Engineering","14"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2020,"2020","true","true",5799,1869.574679585854,119369.27021900327,34016.72103796775,0.0012996402513310162,284,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers","Engineering","14"
"483","Water transportation",2018,"2018","true","true",2998,1344.2687220956745,119361.9566377585,43588.281818255826,0.000721297102950365,137,"water-transportation","Engineering","14"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2018,"2018","true","true",1529,960.0110169480354,119322.17462393722,58027.327481259825,0.0003678663343599427,80,"metals-minerals-except-petroleum-merchant-wholesalers","Engineering","14"
"622M","General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",2018,"2018","true","true",71393,6558.369561534515,119310.19493507767,10949.233284093572,0.017176639116389395,3530,"general-medical-and-surgical-hospitals-and-specialty-except-psychiatric-and-substance-abuse-hospitals","Engineering","14"
"5415","Computer Systems Design",2017,"2017","true","true",312772,13715.58098221956,119297.10803077002,3647.34185445075,0.07812231883203671,14965,"computer-systems-design","Engineering","14"
"3279","Miscellaneous nonmetallic mineral product manufacturing",2019,"2019","true","true",3884,1530.0606634448557,119242.43563336766,35185.014317235946,0.0009022823981290881,196,"miscellaneous-nonmetallic-mineral-product-manufacturing","Engineering","14"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2016,"2016","true","true",1309,888.2650268351429,119110.9679144385,65341.119346729065,0.0003399876368132068,75,"metals-minerals-except-petroleum-merchant-wholesalers","Engineering","14"
"33641M2","Aerospace products & parts manufacturing",2016,"2016","true","true",59095,5967.0403370429885,119036.1499280819,7013.602546539025,0.015348792511441141,3018,"aerospace-products-parts-manufacturing","Engineering","14"
"32199M","Prefabricated wood buildings & mobile homes",2015,"2015","true","true",180,329.39024185773934,119030.61111111111,175810.40497990212,0.00004828748436692694,10,"prefabricated-wood-buildings-mobile-homes","Engineering","14"
"515","Broadcasting (except internet)",2020,"2020","true","true",11005,2575.453183502671,118962.64815992731,24769.906827411207,0.002466380576978416,535,"broadcasting-except-internet","Engineering","14"
"5417","Scientific research & development services",2019,"2019","true","true",76303,6780.054413376453,118852.35904223949,7043.671699214644,0.01772576051092786,4008,"scientific-research-development-services","Engineering","14"
"3121","Beverage manufacturing",2018,"2018","true","true",6932,2044.0601844109683,118620.11684939411,35677.24290158509,0.001667789031905247,340,"beverage-manufacturing","Engineering","14"
"3256","Soap, cleaning compound, & cosmetics manufacturing ",2017,"2017","true","true",9368,2376.2055352705142,118575.125,21293.548713503762,0.002339882990864016,469,"soap-cleaning-compound-cosmetics-manufacturing","Engineering","14"
"33641M1","Aircraft & parts manufacturing",2016,"2016","true","true",83460,7090.63616566895,118555.74127725857,5789.146797383691,0.021677133818510497,4368,"aircraft-parts-manufacturing","Engineering","14"
"522M","Nondepository credit & related activities",2015,"2015","true","true",20671,3529.580614485199,118480.68758163611,17409.834271649896,0.005545281051937482,924,"nondepository-credit-related-activities","Engineering","14"
"33641M2","Aerospace products & parts manufacturing",2015,"2015","true","true",72495,6608.686441537513,118340.42754672735,6042.09557104439,0.019447784328779825,3695,"aerospace-products-parts-manufacturing","Engineering","14"
"3352","Household appliance manufacturing",2020,"2020","true","true",5952,1894.0764327068168,118286.05594758065,22390.977070659505,0.0013339297768446645,280,"household-appliance-manufacturing","Engineering","14"
"221MP","Electric & gas, and other combinations",2015,"2015","true","true",8582,2274.3409143085205,118277.49650431135,17076.19535941891,0.002302239949094261,426,"electric-gas-and-other-combinations","Engineering","14"
"32221","Paperboard container manufacturing",2015,"2015","true","true",1600,982.0469304935743,118190.99875,56565.971449157354,0.00042922208326157276,83,"paperboard-container-manufacturing","Engineering","14"
"5418","Advertising, public relations & related services",2019,"2019","true","true",9849,2436.443384323363,118176.23707990658,27420.829213178185,0.002287996740260914,495,"advertising-public-relations-related-services","Engineering","14"
"3315","Foundries",2018,"2018","true","true",3249,1399.409314206775,118077.62296091105,41042.472137029166,0.0007816858864195251,172,"foundries","Engineering","14"
"517Z","Telecommunications, except wired telecommunications carriers ",2014,"2014","true","true",24109,3811.7634153216086,118004.45223775353,11558.085906752289,0.0066849375538269315,1166,"telecommunications-except-wired-telecommunications-carriers","Engineering","14"
"3352","Household appliance manufacturing",2019,"2019","true","true",5564,1831.3026594569817,117984.28540618261,24129.009286247856,0.0012925590275979007,276,"household-appliance-manufacturing","Engineering","14"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2019,"2019","true","true",5649,1845.237311458621,117913.75340768277,34484.14820361663,0.0013123051665888824,291,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers","Engineering","14"
"3256","Soap, cleaning compound, & cosmetics manufacturing ",2016,"2016","true","true",9126,2345.31357104754,117905.51051939513,22136.586843352696,0.0023703034175380634,456,"soap-cleaning-compound-cosmetics-manufacturing","Engineering","14"
"4231","Motor vehicle & motor vehicle parts & supplies merchant wholesalers",2020,"2020","true","true",4305,1610.8497344077173,117880.69059233449,36840.72729485254,0.0009648131198448052,199,"motor-vehicle-motor-vehicle-parts-supplies-merchant-wholesalers","Engineering","14"
"33641M2","Aerospace products & parts manufacturing",2014,"2014","true","true",85463,7175.094123300773,117793.49903466998,5398.835199407689,0.023697159490759095,4436,"aerospace-products-parts-manufacturing","Engineering","14"
"517Z","Telecommunications, except wired telecommunications carriers ",2015,"2015","true","true",24641,3853.588203201,117788.15660890385,11696.267658263945,0.006610288346030259,1175,"telecommunications-except-wired-telecommunications-carriers","Engineering","14"
"3211","Sawmills & wood preservation",2020,"2020","true","true",909,740.2107169183223,117369.00550055006,60687.26932388742,0.00020372012216932122,54,"sawmills-wood-preservation","Engineering","14"
"3252","Resin, synthetic rubber, & fibers & filaments manufacturing   ",2018,"2018","true","true",7569,2135.908788356787,117360.9618179416,23829.153325150663,0.0018210466218249878,406,"resin-synthetic-rubber-fibers-filaments-manufacturing","Engineering","14"
"515","Broadcasting (except internet)",2018,"2018","true","true",11611,2645.4053245756727,117328.153905779,22763.302490523445,0.002793522569165006,587,"broadcasting-except-internet","Engineering","14"
"3333","Commercial & service industry machinery manufacturing",2017,"2017","true","true",7116,2071.0088020389794,117319.81337830242,24723.685838754707,0.0017773919046742458,356,"commercial-service-industry-machinery-manufacturing","Engineering","14"
"561M","Other administrative & other support services",2019,"2019","true","true",8060,2204.0955147143627,117213.08933002481,28335.303670825517,0.0018723985913801366,420,"other-administrative-other-support-services","Engineering","14"
"311M1","Animal food, grain & oilseed milling",2020,"2020","true","true",6495,1978.5854965303936,117144.70854503463,26966.20365149801,0.0014556239752362393,246,"animal-food-grain-oilseed-milling","Engineering","14"
"31M","Knitting fabric mills, & apparel knitting mills ",2017,"2017","true","true",174,323.85389083429726,117011.27011494253,168785.67796555694,0.000043460678950719337,10,"knitting-fabric-mills-apparel-knitting-mills","Engineering","14"
"481","Air transportation",2016,"2016","true","true",20609,3524.288343127759,116961.44815371925,15649.924709182715,0.005352792365991886,982,"air-transportation","Engineering","14"
"2211P","Electric power generation, transmission & distribution",2016,"2016","true","true",68635,6430.45502724183,116944.17543527354,6418.876096262905,0.017826624486382316,3481,"electric-power-generation-transmission-distribution","Engineering","14"
"3345","Navigational, measuring, electromedical, & control instruments manufacturing",2018,"2018","true","true",49547,5463.983804091531,116929.07390962116,8024.142531497824,0.01192064961970705,2579,"navigational-measuring-electromedical-control-instruments-manufacturing","Engineering","14"
"8139Z","Business, professional, political, & similar organizations",2016,"2016","true","true",3997,1552.1570743495718,116922.24168126094,35563.0167358914,0.0010381440674884549,210,"business-professional-political-similar-organizations","Engineering","14"
"3222M","Miscellaneous paper & pulp products",2016,"2016","true","true",3363,1423.7476030450428,116902.73386856973,30774.966252655096,0.0008734747307890102,162,"miscellaneous-paper-pulp-products","Engineering","14"
"3279","Miscellaneous nonmetallic mineral product manufacturing",2020,"2020","true","true",3920,1537.1351347170698,116855.9818877551,30809.618733548414,0.0008785290196960828,194,"miscellaneous-nonmetallic-mineral-product-manufacturing","Engineering","14"
"3321","Metal forgings & stampings",2019,"2019","true","true",2585,1248.2489973514196,116834.73887814314,45951.54210495729,0.0006005149328433813,133,"metal-forgings-stampings","Engineering","14"
"3333","Commercial & service industry machinery manufacturing",2016,"2016","true","true",6931,2043.911179198716,116609.5882268071,25477.855465179575,0.0018001942786496075,347,"commercial-service-industry-machinery-manufacturing","Engineering","14"
"3252","Resin, synthetic rubber, & fibers & filaments manufacturing   ",2019,"2019","true","true",7651,2147.447687852729,116544.20245719513,23218.309153048474,0.001777384816705884,415,"resin-synthetic-rubber-fibers-filaments-manufacturing","Engineering","14"
"327120","Clay building material & refractories manufacturing",2015,"2015","true","true",893,733.6671748106295,116501.7222844345,78002.18130203879,0.00023955957522036526,48,"clay-building-material-refractories-manufacturing","Engineering","14"
"42491","Farm supplies merchant wholesalers",2014,"2014","true","true",417,501.3512725948207,116482.65467625899,87477.15092602871,0.0001156256568064138,17,"farm-supplies-merchant-wholesalers","Engineering","14"
"33MS","Not specified metal industries",2018,"2018","true","true",324,441.92317762275866,116436.64814814815,180096.19314512186,0.0000779520551554097,12,"not-specified-metal-industries","Engineering","14"
"4235","Metals & minerals (except petroleum) merchant wholesalers",2017,"2017","true","true",1552,967.2044037566667,116368.5212628866,59108.32602799824,0.0003876492743190598,83,"metals-minerals-except-petroleum-merchant-wholesalers","Engineering","14"
"3113","Sugar & confectionery products",2019,"2019","true","true",2520,1232.4557015331682,116314.98452380953,41962.471948781196,0.0005854149442032189,120,"sugar-confectionery-products","Engineering","14"
"62132","Offices of optometrists",2020,"2020","true","true",1304,886.5671677581815,116287.2523006135,96156.47546154576,0.00029224536777645204,62,"offices-of-optometrists","Engineering","14"
"221MP","Electric & gas, and other combinations",2014,"2014","true","true",9137,2346.7239807675646,116165.21484075735,16994.735651711333,0.002533505098897369,437,"electric-gas-and-other-combinations","Engineering","14"
"3113","Sugar & confectionery products",2016,"2016","true","true",2055,1112.9547377553702,116115.55231143552,52763.976889227604,0.0005337468247907869,94,"sugar-confectionery-products","Engineering","14"
"2123","Nonmetallic mineral mining & quarrying",2016,"2016","true","true",1856,1057.6960495918318,115991.8292025862,46968.881419446196,0.00048206039260909994,103,"nonmetallic-mineral-mining-quarrying","Engineering","14"
"4243","Apparel, piece goods, & notions merchant wholesalers",2018,"2018","true","true",2488,1224.6055672676382,115976.31993569132,58827.108307444534,0.0005985947939094423,115,"apparel-piece-goods-notions-merchant-wholesalers","Engineering","14"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2018,"2018","true","true",5565,1831.466708000606,115948.2474393531,32605.097271998275,0.0013388987251230092,292,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers","Engineering","14"
"4245","Farm product raw material merchant wholesalers",2015,"2015","true","true",540,570.51989328147,115944.21296296296,105745.14306457774,0.0001448624531007808,23,"farm-product-raw-material-merchant-wholesalers","Engineering","14"
"32221","Paperboard container manufacturing",2016,"2016","true","true",1718,1017.6154426815842,115779.83760186263,52535.55168773445,0.00044621754014139743,88,"paperboard-container-manufacturing","Engineering","14"
"3255","Paint, coating, & adhesive manufacturing ",2019,"2019","true","true",3692,1491.7641577033814,115772.94095341278,31599.30706290687,0.0008576793547612238,176,"paint-coating-adhesive-manufacturing","Engineering","14"
"33641M1","Aircraft & parts manufacturing",2015,"2015","true","true",67377,6371.25487821402,115690.42906333022,6281.8650137408395,0.018074810189946867,3527,"aircraft-parts-manufacturing","Engineering","14"
"5182","Data processing, hosting & related services",2014,"2014","true","true",5658,1846.7036787199906,115623.70272180982,31463.810256105804,0.0015688488398337874,279,"data-processing-hosting-related-services","Engineering","14"
"4243","Apparel, piece goods, & notions merchant wholesalers",2020,"2020","true","true",2288,1174.3550423609242,115564.95192307692,65405.231615520344,0.0005127740808838361,108,"apparel-piece-goods-notions-merchant-wholesalers","Engineering","14"
"562","Waste management & remediation services",2020,"2020","true","true",7005,2054.7953120556845,115550.89393290506,27437.575701107646,0.0015699223936150664,334,"waste-management-remediation-services","Engineering","14"
"622","Hospitals",2017,"2017","true","true",68879,6441.896946937765,115540.33660477068,10867.982112012785,0.017204184514060902,3418,"hospitals","Engineering","14"
"454310","Fuel dealers",2019,"2019","true","true",1026,786.406198962126,115519.4044834308,74828.17117137677,0.00023834751299702482,47,"fuel-dealers","Engineering","14"
"3279","Miscellaneous nonmetallic mineral product manufacturing",2018,"2018","true","true",3451,1442.2550966376034,115431.39756592292,34384.61885747118,0.0008302856245102435,176,"miscellaneous-nonmetallic-mineral-product-manufacturing","Engineering","14"
"4245","Farm product raw material merchant wholesalers",2014,"2014","true","true",495,546.2312836611301,115408.11111111111,110528.42423045586,0.00013725347750401638,20,"farm-product-raw-material-merchant-wholesalers","Engineering","14"
"3221","Pulp, paper, & paperboard mills ",2016,"2016","true","true",9364,2375.69683896363,115386.01751388295,20003.52300120249,0.002432119351504101,499,"pulp-paper-paperboard-mills","Engineering","14"
"3321","Metal forgings & stampings",2018,"2018","true","true",2530,1234.8984323524144,115369.02213438736,48747.83964429314,0.0006086996899481065,125,"metal-forgings-stampings","Engineering","14"
"3256","Soap, cleaning compound, & cosmetics manufacturing ",2014,"2014","true","true",8508,2264.5136446597276,115355.19675599436,21490.050986461,0.002359096134553882,414,"soap-cleaning-compound-cosmetics-manufacturing","Engineering","14"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2017,"2017","true","true",4796,1700.2276632710098,115327.41576313594,30819.751822338112,0.0011979161853313215,258,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers","Engineering","14"
"443142","Electronics stores",2016,"2016","true","true",19459,3424.5617892947066,115318.72357263991,17437.52930449872,0.005054101928761033,934,"electronics-stores","Engineering","14"
"3113","Sugar & confectionery products",2017,"2017","true","true",1946,1083.0368351890754,115191.42805755396,51673.975993506894,0.0004860602370005737,92,"sugar-confectionery-products","Engineering","14"
"4237","Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2016,"2016","true","true",4537,1653.6825792882428,115137.16486665198,32755.810589676017,0.0011783987075794646,242,"hardware-plumbing-heating-equipment-supplies-merchant-wholesalers","Engineering","14"
"311M1","Animal food, grain & oilseed milling",2014,"2014","true","true",4759,1693.6553086237545,115131.7602437487,31769.550734816705,0.001319574342306291,208,"animal-food-grain-oilseed-milling","Engineering","14"
"2211P","Electric power generation, transmission & distribution",2015,"2015","true","true",68741,6435.390845943325,115122.68116553439,6341.110119048255,0.018440722015927356,3459,"electric-power-generation-transmission-distribution","Engineering","14"
"3252","Resin, synthetic rubber, & fibers & filaments manufacturing   ",2016,"2016","true","true",7630,2144.4960990355676,115064.22870249017,21742.974377284703,0.0019817461183229703,403,"resin-synthetic-rubber-fibers-filaments-manufacturing","Engineering","14"
"5171","Wired telecommunications carriers (Legacy)",2017,"2017","true","true",31388,4349.196310573228,115016.64292086147,10810.07649192968,0.007839906844282636,1501,"wired-telecommunications-carriers-legacy","Engineering","14"
"3336","Engine, turbine, & power transmission equipment manufacturing ",2020,"2020","true","true",13806,2884.6190489649043,114986.28784586412,12935.604450617157,0.0030941254198786016,609,"engine-turbine-power-transmission-equipment-manufacturing","Engineering","14"
"4239Z","Miscellaneous durable goods merchant wholesalers",2019,"2019","true","true",2064,1115.3895359588025,114963.44379844962,61856.056709066106,0.00047948271620454114,119,"miscellaneous-durable-goods-merchant-wholesalers","Engineering","14"
"331M","Iron & steel mills & steel product manufacturing",2020,"2020","true","true",11331,2613.318112022521,114928.5836201571,19565.90031581314,0.002539441918922529,547,"iron-steel-mills-steel-product-manufacturing","Engineering","14"
"561M","Other administrative & other support services",2015,"2015","true","true",7653,2147.724749011075,114858.02142950476,29842.832738157533,0.0020530228770005102,378,"other-administrative-other-support-services","Engineering","14"
"5417","Scientific research & development services",2018,"2018","true","true",73269,6643.935342798245,114811.51230397576,6981.995525548037,0.017627991139449732,3825,"scientific-research-development-services","Engineering","14"
"443142","Electronics stores",2014,"2014","true","true",20588,3522.484008718014,114809.05401204585,15578.848760376886,0.005708635545156949,996,"electronics-stores","Engineering","14"
"3345","Navigational, measuring, electromedical, & control instruments manufacturing",2017,"2017","true","true",48777,5421.361580202321,114742.05500543289,7846.877304487891,0.01218322722516803,2536,"navigational-measuring-electromedical-control-instruments-manufacturing","Engineering","14"
"32711","Pottery, ceramics, & plumbing fixture manufacturing  ",2020,"2020","true","true",1333,896.3711714266515,114634.23480870218,51580.634282185165,0.00029874468960583634,65,"pottery-ceramics-plumbing-fixture-manufacturing","Engineering","14"
"3336","Engine, turbine, & power transmission equipment manufacturing ",2019,"2019","true","true",13127,2812.795578771502,114625.75013331302,13952.205463374426,0.00304950078276018,616,"engine-turbine-power-transmission-equipment-manufacturing","Engineering","14"
"5615","Travel arrangements & reservation services",2020,"2020","true","true",6216,1935.6246991936655,114581.43018018018,30268.778125097808,0.0013930960169466456,264,"travel-arrangements-reservation-services","Engineering","14"
"4238","Machinery, equipment, & supplies merchant wholesalers     ",2019,"2019","true","true",15111,3017.8601418375047,114539.55489378599,19062.41451179494,0.0035103988975614445,781,"machinery-equipment-supplies-merchant-wholesalers","Engineering","14"
"5415","Computer Systems Design",2016,"2016","true","true",292082,13254.89368228781,114476.59083750454,3582.1112272473697,0.0758626959019672,13853,"computer-systems-design","Engineering","14"
